code,mistralai/Mixtral-8x7B-v0.1_max,mistralai/Mixtral-8x7B-v0.1_mean,avg
ace_Latn,0.0194,0.0085,0.0194
kgf_Latn,0.0097,0.0029,0.0097
isl_Latn,0.3883,0.1483,0.3883
tro_Latn,0.0097,0.0041,0.0097
kyu_Mymr,0.0097,0.0035,0.0097
kto_Latn,0.0194,0.0015,0.0194
icr_Latn,0.1262,0.0385,0.1262
gul_Latn,0.2427,0.083,0.2427
maq_Latn,0.0097,0.0021,0.0097
snc_Latn,0.0097,0.0047,0.0097
smt_Latn,0.0097,0.0026,0.0097
mbf_Latn,0.2039,0.0609,0.2039
mgh_Latn,0.0097,0.0074,0.0097
fin_Latn,0.5243,0.2589,0.5243
yon_Latn,0.0097,0.0006,0.0097
kkc_Latn,0.0,0.0,0.0
mwv_Latn,0.0194,0.0106,0.0194
njn_Latn,0.0097,0.0018,0.0097
niy_Latn,0.0,0.0,0.0
mta_Latn,0.0,0.0,0.0
pdc_Latn,0.0583,0.0147,0.0583
wbm_Latn,0.0194,0.0094,0.0194
kik_Latn,0.0291,0.0103,0.0291
amh_Latn,0.0097,0.0021,0.0097
kor_Latn,0.0097,0.0056,0.0097
dyu_Latn,0.0194,0.0094,0.0194
slk_Latn,0.4563,0.2224,0.4563
oss_Cyrl,0.0194,0.0068,0.0194
dik_Latn,0.0097,0.0026,0.0097
mpp_Latn,0.0097,0.0015,0.0097
rug_Latn,0.0097,0.0015,0.0097
nmh_Latn,0.0097,0.0003,0.0097
coe_Latn,0.0097,0.0024,0.0097
pam_Latn,0.0291,0.0088,0.0291
ndc_Latn,0.0194,0.01,0.0194
kvg_Latn,0.0291,0.0053,0.0291
kup_Latn,0.0194,0.0024,0.0194
uzb_Latn,0.0291,0.0074,0.0291
mzl_Latn,0.0097,0.0012,0.0097
mie_Latn,0.0194,0.0088,0.0194
ken_Latn,0.0097,0.0068,0.0097
tew_Latn,0.0097,0.0015,0.0097
ukr_Cyrl,0.8058,0.4887,0.8058
tui_Latn,0.0097,0.0006,0.0097
lug_Latn,0.0097,0.0044,0.0097
spp_Latn,0.0097,0.0015,0.0097
ssg_Latn,0.0097,0.0018,0.0097
wuv_Latn,0.0291,0.0135,0.0291
urd_Deva,0.3301,0.0997,0.3301
ppo_Latn,0.0097,0.0003,0.0097
bwu_Latn,0.0097,0.0038,0.0097
hch_Latn,0.0097,0.0024,0.0097
guo_Latn,0.0097,0.0029,0.0097
njm_Latn,0.0097,0.0029,0.0097
bar_Latn,0.1068,0.0412,0.1068
bul_Cyrl,0.8155,0.4834,0.8155
jae_Latn,0.0097,0.0009,0.0097
yom_Latn,0.0097,0.0006,0.0097
etu_Latn,0.0,0.0,0.0
pua_Latn,0.0194,0.0009,0.0194
npo_Latn,0.0097,0.0006,0.0097
qvo_Latn,0.0194,0.0024,0.0194
cak_Latn,0.0097,0.0047,0.0097
ktb_Ethi,0.0097,0.0003,0.0097
plt_Latn,0.0194,0.0026,0.0194
mal_Mlym,0.0194,0.0029,0.0194
fuv_Latn,0.0,0.0,0.0
gom_Latn,0.0097,0.0021,0.0097
dru_Latn,0.0194,0.0047,0.0194
mhy_Latn,0.0194,0.0118,0.0194
acf_Latn,0.0874,0.0224,0.0874
rmn_Latn,0.0194,0.0127,0.0194
nwi_Latn,0.0194,0.0006,0.0194
mif_Latn,0.0194,0.0062,0.0194
cfm_Latn,0.0097,0.0038,0.0097
nwx_Deva,0.0291,0.0094,0.0291
blh_Latn,0.0097,0.0003,0.0097
kus_Latn,0.0291,0.0074,0.0291
myx_Latn,0.0194,0.0094,0.0194
awi_Latn,0.0097,0.0021,0.0097
nan_Latn,0.0097,0.0071,0.0097
ksj_Latn,0.0097,0.0003,0.0097
ssd_Latn,0.0097,0.0003,0.0097
sps_Latn,0.0097,0.0021,0.0097
agw_Latn,0.0194,0.0059,0.0194
tat_Cyrl,0.0194,0.0006,0.0194
mlh_Latn,0.0,0.0,0.0
byx_Latn,0.0194,0.0056,0.0194
toh_Latn,0.0097,0.0018,0.0097
cya_Latn,0.0097,0.0041,0.0097
amk_Latn,0.0194,0.0026,0.0194
bps_Latn,0.0097,0.0041,0.0097
nhe_Latn,0.0291,0.0056,0.0291
ium_Thai,0.0097,0.0044,0.0097
way_Latn,0.0097,0.0018,0.0097
cof_Latn,0.0194,0.0085,0.0194
mps_Latn,0.0,0.0,0.0
gdn_Latn,0.0097,0.0012,0.0097
ixl_Latn,0.0097,0.0029,0.0097
fil_Latn,0.4369,0.15,0.4369
hun_Latn,0.6117,0.3174,0.6117
cha_Latn,0.0194,0.0088,0.0194
nob_Latn,0.7767,0.4569,0.7767
urt_Latn,0.0194,0.0018,0.0194
gun_Latn,0.0194,0.0085,0.0194
cmo_Latn,0.0097,0.0021,0.0097
lzh_Hani,0.3689,0.168,0.3689
mbd_Latn,0.0097,0.0041,0.0097
kno_Latn,0.0097,0.0003,0.0097
sna_Latn,0.0388,0.0118,0.0388
mas_Latn,0.0291,0.0059,0.0291
isn_Latn,0.0194,0.0103,0.0194
laj_Latn,0.0097,0.0032,0.0097
vun_Latn,0.0097,0.0009,0.0097
rmo_Latn,0.0194,0.0053,0.0194
mhx_Latn,0.0097,0.0003,0.0097
apn_Latn,0.0097,0.0012,0.0097
plu_Latn,0.0194,0.0056,0.0194
kqc_Latn,0.0194,0.0015,0.0194
sbd_Latn,0.0097,0.0029,0.0097
quy_Latn,0.0194,0.0059,0.0194
sas_Latn,0.0194,0.0041,0.0194
mna_Latn,0.0097,0.0024,0.0097
qvn_Latn,0.0194,0.005,0.0194
dur_Latn,0.0097,0.0018,0.0097
hns_Latn,0.0194,0.0041,0.0194
tuk_Latn,0.0194,0.0076,0.0194
big_Latn,0.0097,0.0026,0.0097
ibo_Latn,0.0097,0.0018,0.0097
myy_Latn,0.0097,0.0024,0.0097
yaa_Latn,0.0097,0.0006,0.0097
abx_Latn,0.0291,0.0088,0.0291
mig_Latn,0.0097,0.0026,0.0097
prf_Latn,0.0291,0.0091,0.0291
mse_Latn,0.0194,0.0097,0.0194
kan_Knda,0.0874,0.0141,0.0874
nhd_Latn,0.0194,0.0024,0.0194
dop_Latn,0.0097,0.0056,0.0097
toi_Latn,0.0194,0.0079,0.0194
log_Latn,0.0194,0.0068,0.0194
gaa_Latn,0.0097,0.0018,0.0097
kor_Hang,0.5437,0.2839,0.5437
sig_Latn,0.0097,0.0003,0.0097
bpr_Latn,0.0194,0.0047,0.0194
